judul,kategori,tanggal_upload,waktu_upload,link_berita
Hambatan Komunikasi: Pengertian serta Bentuk Hambatannya,SKOLA,28/01/2022, 11:00 WIB,https://www.kompas.com/skola/read/2022/01/28/110000869/hambatan-komunikasi--pengertian-serta-bentuk-hambatannya
Bupati Blora Persilakan Dugaan Kejanggalan di Seleksi Perades Dilaporkan ke Polisi,REGIONAL,28/01/2022, 10:58 WIB,https://regional.kompas.com/read/2022/01/28/105855778/bupati-blora-persilakan-dugaan-kejanggalan-di-seleksi-perades-dilaporkan-ke
31 Jurusan Kuliah D4-S2 yang Bisa Mendaftar SIPSS Polri 2022,EDUKASI,28/01/2022, 10:57 WIB,https://www.kompas.com/edu/read/2022/01/28/105743871/31-jurusan-kuliah-d4-s2-yang-bisa-mendaftar-sipss-polri-2022
Kemendagri: Pencegahan Ekstremisme Perlu Dilakukan hingga ke Tingkat Desa,NEWS,28/01/2022, 10:56 WIB,https://nasional.kompas.com/read/2022/01/28/10561241/kemendagri-pencegahan-ekstremisme-perlu-dilakukan-hingga-ke-tingkat-desa
Demokrasi Indonesia Periode Demokrasi Terpimpin (1959-1965),SKOLA,28/01/2022, 10:55 WIB,https://www.kompas.com/skola/read/2020/02/12/183000469/demokrasi-indonesia-periode-demokrasi-terpimpin-1959-1965
Lirik dan Chord Lagu Connected - Hoobastank,HYPE,28/01/2022, 10:55 WIB,https://www.kompas.com/hype/read/2022/01/28/105500766/lirik-dan-chord-lagu-connected-hoobastank
Angel Lelga Bicara soal Jodoh dan Resolusi 2022,HYPE,28/01/2022, 10:55 WIB,https://www.kompas.com/hype/read/2022/01/28/105500866/angel-lelga-bicara-soal-jodoh-dan-resolusi-2022
"Tersangka Suap Dana PEN Eks Dirjen Kemendagri Ardian Noervianto Punya Harta Rp 7,3 M",NEWS,28/01/2022, 10:53 WIB,https://nasional.kompas.com/read/2022/01/28/10535911/tersangka-suap-dana-pen-eks-dirjen-kemendagri-ardian-noervianto-punya-harta
Cara Membuat Pestisida Alami dari Daun Sirih Merah,HOMEY,28/01/2022, 10:53 WIB,https://www.kompas.com/homey/read/2022/01/28/105300776/cara-membuat-pestisida-alami-dari-daun-sirih-merah
"Sindikat Pembobol ATM Belajar dari Internet, Hasilnya untuk Berjudi",REGIONAL,28/01/2022, 10:52 WIB,https://regional.kompas.com/read/2022/01/28/105239778/sindikat-pembobol-atm-belajar-dari-internet-hasilnya-untuk-berjudi
"Kini Jadi Aktor Terkenal, Dulu Gunawan Pernah Jadi Badut Ancol",HYPE,28/01/2022, 10:50 WIB,https://www.kompas.com/hype/read/2022/01/28/105013466/kini-jadi-aktor-terkenal-dulu-gunawan-pernah-jadi-badut-ancol
Undip Siap Kuliah Tatap Muka dan Daring pada Semester Genap 2022,EDUKASI,28/01/2022, 10:48 WIB,https://www.kompas.com/edu/read/2022/01/28/104803471/undip-siap-kuliah-tatap-muka-dan-daring-pada-semester-genap-2022
"DCA Sempat Jadi Dalih Pesawat Tempur Singapura Sering ""Nyelonong"" Masuk ke Wilayah RI",NEWS,28/01/2022, 10:47 WIB,https://nasional.kompas.com/read/2022/01/28/10473221/dca-sempat-jadi-dalih-pesawat-tempur-singapura-sering-nyelonong-masuk-ke
Workshop UGM Bahas Persiapan Masuk Dunia Kerja,EDUKASI,28/01/2022, 10:45 WIB,https://www.kompas.com/edu/read/2022/01/28/104555771/workshop-ugm-bahas-persiapan-masuk-dunia-kerja
"Pemerintah Dinilai Tak Mau Tarik ""Rem Darurat"" Menangani Penyebaran Omicron",NEWS,28/01/2022, 10:45 WIB,https://nasional.kompas.com/read/2022/01/28/10451981/pemerintah-dinilai-tak-mau-tarik-rem-darurat-menangani-penyebaran-omicron
"BOR Pasien Covid-19 di Jakarta Terisi 45 Persen dari 3.900, Belum Kapasitas Maksimal",NEWS,28/01/2022, 10:44 WIB,https://megapolitan.kompas.com/read/2022/01/28/10444481/bor-pasien-covid-19-di-jakarta-terisi-45-persen-dari-3900-belum-kapasitas
"Tak Gunakan APD, Pekerja Jatuh dari Tower Saat Pasang Penguat Sinyal",REGIONAL,28/01/2022, 10:43 WIB,https://regional.kompas.com/read/2022/01/28/104338678/tak-gunakan-apd-pekerja-jatuh-dari-tower-saat-pasang-penguat-sinyal
Mobil Hyundai Creta yang Alami Kecelakaan Akan Diganti Baru,OTOMOTIF,28/01/2022, 10:42 WIB,https://otomotif.kompas.com/read/2022/01/28/104200615/mobil-hyundai-creta-yang-alami-kecelakaan-akan-diganti-baru
Contoh Dialog Bahasa Inggris tentang Covid-19,SKOLA,28/01/2022, 10:40 WIB,https://www.kompas.com/skola/read/2020/11/18/183225969/contoh-dialog-bahasa-inggris-tentang-covid-19
"Solskjaer Kembali ke Manchester, Saksikan Putrinya Cetak Gol untuk MU",BOLA,28/01/2022, 10:40 WIB,https://bola.kompas.com/read/2022/01/28/10400028/solskjaer-kembali-ke-manchester-saksikan-putrinya-cetak-gol-untuk-mu
Lirik dan Chord Lagu Can You Save Me - Hoobastank,HYPE,28/01/2022, 10:40 WIB,https://www.kompas.com/hype/read/2022/01/28/104000166/lirik-dan-chord-lagu-can-you-save-me-hoobastank
Pemerintah Diminta Perhatikan Keterwakilan Perempuan Saat Tunjuk Penjabat Kepala Daerah,NEWS,28/01/2022, 10:39 WIB,https://nasional.kompas.com/read/2022/01/28/10394841/pemerintah-diminta-perhatikan-keterwakilan-perempuan-saat-tunjuk-penjabat
Cara dan Syarat Membuat Kartu Kuning secara Offline dan Online,MONEY,28/01/2022, 10:39 WIB,https://money.kompas.com/read/2021/07/02/175448926/cara-dan-syarat-membuat-kartu-kuning-secara-offline-dan-online
"KPK: Eks Dirjen Kemendagri Diberi Wewenang Kelola Peminjaman Dana PEN, tapi Minta ""Upah"" 3 Persen",NEWS,28/01/2022, 10:39 WIB,https://nasional.kompas.com/read/2022/01/28/10390201/kpk-eks-dirjen-kemendagri-diberi-wewenang-kelola-peminjaman-dana-pen-tapi
Agensi Umumkan APRIL Resmi Bubar,HYPE,28/01/2022, 10:38 WIB,https://www.kompas.com/hype/read/2022/01/28/103848066/agensi-umumkan-april-resmi-bubar
"Kejar Capaian Vaksinasi 100 Persen, Ini Upaya yang Dilakukan Pemkab Rejang Lebong",REGIONAL,28/01/2022, 10:36 WIB,https://regional.kompas.com/read/2022/01/28/103631478/kejar-capaian-vaksinasi-100-persen-ini-upaya-yang-dilakukan-pemkab-rejang
"Rano Karno dan Maudy Koesnaedi Kembali Dipasangkan dalam Film, Tanpa Unsur Betawi dan Jadi Orang Kelas Atas",HYPE,28/01/2022, 10:34 WIB,https://www.kompas.com/hype/read/2022/01/28/103405666/rano-karno-dan-maudy-koesnaedi-kembali-dipasangkan-dalam-film-tanpa-unsur
Saat Lahan Bintaro Xchange Digugat oleh Warga yang Mengaku Ahli Waris,NEWS,28/01/2022, 10:33 WIB,https://megapolitan.kompas.com/read/2022/01/28/10331841/saat-lahan-bintaro-xchange-digugat-oleh-warga-yang-mengaku-ahli-waris
Pendaftaran Calon Kepala Sekolah Penggerak Angkatan 3 Dibuka,EDUKASI,28/01/2022, 10:31 WIB,https://www.kompas.com/edu/read/2022/01/28/103126371/pendaftaran-calon-kepala-sekolah-penggerak-angkatan-3-dibuka
Menhub Terapkan Transportasi Darat Smart City Smart Mobility di IKN,OTOMOTIF,28/01/2022, 10:31 WIB,https://otomotif.kompas.com/read/2022/01/28/103100415/menhub-terapkan-transportasi-darat-smart-city-smart-mobility-di-ikn
"Lagu-lagu Neil Young Dihapus dari Spotify, Imbas Ultimatum Disinformasi Covid-19",GLOBAL,28/01/2022, 10:30 WIB,https://www.kompas.com/global/read/2022/01/28/103000470/lagu-lagu-neil-young-dihapus-dari-spotify-imbas-ultimatum-disinformasi
"Mencegah ""Stunting"" Tidak Tunggu Anak Lahir, bahkan Bisa Dilakukan Sebelum Menikah",SAINS,28/01/2022, 10:30 WIB,https://www.kompas.com/sains/read/2022/01/28/103000423/mencegah-stunting-tidak-tunggu-anak-lahir-bahkan-bisa-dilakukan-sebelum
"Attic Room, Konsep Ruang Bersantai Keluarga Tanpa Harus Keluar Rumah",PROPERTI,28/01/2022, 10:30 WIB,https://www.kompas.com/properti/read/2022/01/28/103000321/attic-room-konsep-ruang-bersantai-keluarga-tanpa-harus-keluar-rumah
Lirik dan Chord Lagu Better - Hoobastank,HYPE,28/01/2022, 10:30 WIB,https://www.kompas.com/hype/read/2022/01/28/103000566/lirik-dan-chord-lagu-better-hoobastank
Pemerkosa Anak Kandung di Salatiga Dituntut 18 Tahun Penjara dan Denda Rp 1 Miliar,REGIONAL,28/01/2022, 10:29 WIB,https://regional.kompas.com/read/2022/01/28/102916078/pemerkosa-anak-kandung-di-salatiga-dituntut-18-tahun-penjara-dan-denda-rp-1
"Kabar Terkini Aliando Syarief, Alami OCD dan Jalani Tetapi",HYPE,28/01/2022, 10:27 WIB,https://www.kompas.com/hype/read/2022/01/28/102738066/kabar-terkini-aliando-syarief-alami-ocd-dan-jalani-tetapi
Komando Operasi Udara Nasional Resmi Beroperasi,NEWS,28/01/2022, 10:26 WIB,https://nasional.kompas.com/read/2022/01/28/10261941/komando-operasi-udara-nasional-resmi-beroperasi
Cara Membersihkan Cache di Windows 10 agar Komputer Lebih Cepat,TEKNO,28/01/2022, 10:26 WIB,https://tekno.kompas.com/read/2020/11/25/20150057/cara-membersihkan-cache-di-windows-10-agar-komputer-lebih-cepat
[HOAKS] Menahan Kencing Malam Mengakibatkan Serangan Jantung,CEK FAKTA,28/01/2022, 10:22 WIB,https://www.kompas.com/cekfakta/read/2022/01/28/102228182/hoaks-menahan-kencing-malam-mengakibatkan-serangan-jantung
Melirik Visual All New Avanza yang Lebih Proporsional,OTOMOTIF,28/01/2022, 10:22 WIB,https://otomotif.kompas.com/read/2022/01/28/102200015/melirik-visual-all-new-avanza-yang-lebih-proporsional
"Hasil Kualifikasi Piala Dunia Zona Conmebol: Brasil-Argentina Jaga Rekor, Uruguay Menang",BOLA,28/01/2022, 10:21 WIB,https://bola.kompas.com/read/2022/01/28/10210628/hasil-kualifikasi-piala-dunia-zona-conmebol-brasil-argentina-jaga-rekor-uruguay
"Bisa Atur Pinjaman Dana PEN, Eks Dirjen Kemendagri Diduga Tak Hanya Terima Uang dari Kolaka Timur",NEWS,28/01/2022, 10:20 WIB,https://nasional.kompas.com/read/2022/01/28/10201271/bisa-atur-pinjaman-dana-pen-eks-dirjen-kemendagri-diduga-tak-hanya-terima
"UPDATE 27 Januari: Capaian Vaksinasi Covid-19 Dosis Pertama di Tangsel Capai 98,3 Persen",NEWS,28/01/2022, 10:18 WIB,https://megapolitan.kompas.com/read/2022/01/28/10181511/update-27-januari-capaian-vaksinasi-covid-19-dosis-pertama-di-tangsel
Mengapa Banyak Debu di Bawah Tempat Tidur? Ini Penyebab dan Solusinya,HOMEY,28/01/2022, 10:17 WIB,https://www.kompas.com/homey/read/2022/01/28/101700376/mengapa-banyak-debu-di-bawah-tempat-tidur-ini-penyebab-dan-solusinya
Lirik dan Chord Lagu All About You - Hoobastank,HYPE,28/01/2022, 10:15 WIB,https://www.kompas.com/hype/read/2022/01/28/101500166/lirik-dan-chord-lagu-all-about-you-hoobastank
Menkes Dorong Daerah Percepat Vaksinasi Lansia,NEWS,28/01/2022, 10:14 WIB,https://nasional.kompas.com/read/2022/01/28/10140771/menkes-dorong-daerah-percepat-vaksinasi-lansia
"Jampidsus: Buronan Kita Ada 247, Kasus Korupsi hingga Pajak dan Pabean",NEWS,28/01/2022, 10:13 WIB,https://nasional.kompas.com/read/2022/01/28/10131821/jampidsus-buronan-kita-ada-247-kasus-korupsi-hingga-pajak-dan-pabean
"UPDATE 27 Januari: Tambah 425 Kasus di Kota Tangerang, 1.774 Pasien Covid-19 Masih Dirawat",NEWS,28/01/2022, 10:12 WIB,https://megapolitan.kompas.com/read/2022/01/28/10123611/update-27-januari-tambah-425-kasus-di-kota-tangerang-1774-pasien-covid-19
Impresi Awal SUV Chery Tiggo 4 Pro yang Bakal Bersaing dengan HR-V,OTOMOTIF,28/01/2022, 10:12 WIB,https://otomotif.kompas.com/read/2022/01/28/101200115/impresi-awal-suv-chery-tiggo-4-pro-yang-bakal-bersaing-dengan-hr-v
Pria yang Naiki Patung Maung Lodaya di Mapolda Jabar Ditangkap,REGIONAL,28/01/2022, 10:11 WIB,https://bandung.kompas.com/read/2022/01/28/101124078/pria-yang-naiki-patung-maung-lodaya-di-mapolda-jabar-ditangkap
Kejutan untuk Maia Estianty yang Berulang Tahun dan Puisi Penuh Haru Dul Jaelani,HYPE,28/01/2022, 10:11 WIB,https://www.kompas.com/hype/read/2022/01/28/101115066/kejutan-untuk-maia-estianty-yang-berulang-tahun-dan-puisi-penuh-haru-dul
"Rute ke Pemandian Alam Selokambang di Lumajang, Dekat Pusat Kota",TRAVEL,28/01/2022, 10:10 WIB,https://travel.kompas.com/read/2022/01/28/101000127/rute-ke-pemandian-alam-selokambang-di-lumajang-dekat-pusat-kota
"Sinopsis My Best Friend Anne Frank, Kisah Persahabatan Tragis di Kamp Konsentrasi Nazi",HYPE,28/01/2022, 10:10 WIB,https://www.kompas.com/hype/read/2022/01/28/101000066/sinopsis-my-best-friend-anne-frank-kisah-persahabatan-tragis-di-kamp
Ini Kasus Penyekapan Pengusaha di Depok yang Bikin Oknum TNI Diseret ke Pengadilan Militer,NEWS,28/01/2022, 10:09 WIB,https://megapolitan.kompas.com/read/2022/01/28/10095551/ini-kasus-penyekapan-pengusaha-di-depok-yang-bikin-oknum-tni-diseret-ke
20 Jurusan Kuliah Ini Kariernya Dibutuhkan di Masa Depan,EDUKASI,28/01/2022, 10:09 WIB,https://edukasi.kompas.com/read/2022/01/28/100927071/20-jurusan-kuliah-ini-kariernya-dibutuhkan-di-masa-depan
Shandy Purnamasari Sebut Juragan 99 Sempat Jual Kambing untuk Modal Nikah,HYPE,28/01/2022, 10:07 WIB,https://www.kompas.com/hype/read/2022/01/28/100717166/shandy-purnamasari-sebut-juragan-99-sempat-jual-kambing-untuk-modal-nikah
6 Cara Membuat Mi Goreng Kaki Lima agar Tidak Lembek dan Isinya Matang,FOOD,28/01/2022, 10:07 WIB,https://www.kompas.com/food/read/2022/01/28/100700175/6-cara-membuat-mi-goreng-kaki-lima-agar-tidak-lembek-dan-isinya-matang
"Selain Fuji, Fadly Adik Bibi Andriansyah Juga Bintangi Film dan Serial Web",HYPE,28/01/2022, 10:06 WIB,https://www.kompas.com/hype/read/2022/01/28/100649566/selain-fuji-fadly-adik-bibi-andriansyah-juga-bintangi-film-dan-serial-web
"Apple AirPods 3 Resmi di Indonesia, Harga Rp 3,5 Juta",TEKNO,28/01/2022, 10:06 WIB,https://tekno.kompas.com/read/2022/01/28/10063677/apple-airpods-3-resmi-di-indonesia-harga-rp-35-juta
"[POPULER PROPERTI] Tak Terbukti Palsukan 21 SHGB dan SHM, Lim Kok Liong Divonis Bebas",PROPERTI,28/01/2022, 10:06 WIB,https://www.kompas.com/properti/read/2022/01/28/100617421/populer-properti-tak-terbukti-palsukan-21-shgb-dan-shm-lim-kok-liong
"Anak Alami Peristiwa Traumatis, Ini yang Harus Dilakukan Orangtua",LIFESTYLE,28/01/2022, 10:05 WIB,https://lifestyle.kompas.com/read/2022/01/28/100541920/anak-alami-peristiwa-traumatis-ini-yang-harus-dilakukan-orangtua
Daftar Jenis dan Status Konservasi 7 Satwa Dilindungi yang Dipelihara Bupati Langkat,SAINS,28/01/2022, 10:05 WIB,https://www.kompas.com/sains/read/2022/01/28/100500823/daftar-jenis-dan-status-konservasi-7-satwa-dilindungi-yang-dipelihara
"Jangan Sembarangan Memegang Bayi, Perhatikan Hal Berikut...",TREN,28/01/2022, 10:05 WIB,https://www.kompas.com/tren/read/2022/01/28/100500465/jangan-sembarangan-memegang-bayi-perhatikan-hal-berikut-
Lirik dan Chord Lagu In The Morning - Jennifer Lopez,HYPE,28/01/2022, 10:05 WIB,https://www.kompas.com/hype/read/2022/01/28/100500666/lirik-dan-chord-lagu-in-the-morning-jennifer-lopez
Akhir Pelarian Pemuda yang Bunuh Temannya di Bekasi karena Tak Diajak Cari Kerja,NEWS,28/01/2022, 10:03 WIB,https://megapolitan.kompas.com/read/2022/01/28/10035081/akhir-pelarian-pemuda-yang-bunuh-temannya-di-bekasi-karena-tak-diajak
Pertimbangan Kalau Mau Bangun Suzuki Katana Lawas,OTOMOTIF,28/01/2022, 10:02 WIB,https://otomotif.kompas.com/read/2022/01/28/100200015/pertimbangan-kalau-mau-bangun-suzuki-katana-lawas
"Korea Utara Mengaku Luncurkan Rudal Lagi, Total 6 Uji Coba dalam Sebulan",GLOBAL,28/01/2022, 10:01 WIB,https://www.kompas.com/global/read/2022/01/28/100100070/korea-utara-mengaku-luncurkan-rudal-lagi-total-6-uji-coba-dalam-sebulan
5 Cara Sederhana Hilangkan Kulit Kapalan,HEALTH,28/01/2022, 10:00 WIB,https://health.kompas.com/read/2022/01/28/100000368/5-cara-sederhana-hilangkan-kulit-kapalan
"Citizen Gandeng Nissan dalam Proyek Kolaborasi, Lihat Hasilnya...",LIFESTYLE,28/01/2022, 10:00 WIB,https://lifestyle.kompas.com/read/2022/01/28/100000020/citizen-gandeng-nissan-dalam-proyek-kolaborasi-lihat-hasilnya-
Apa Itu NATO dan Tujuannya?,STORI,28/01/2022, 10:00 WIB,https://www.kompas.com/stori/read/2022/01/28/100000479/apa-itu-nato-dan-tujuannya-
Sektor Lemparan Tolak Peluru,BOLA,28/01/2022, 10:00 WIB,https://www.kompas.com/sports/read/2022/01/28/10000048/sektor-lemparan-tolak-peluru
Kapal Tol Laut Muatan 1.300 Ton Resmi Layani Rute ke Maluku Utara,MONEY,28/01/2022, 10:00 WIB,https://money.kompas.com/read/2022/01/28/100000426/kapal-tol-laut-muatan-1.300-ton-resmi-layani-rute-ke-maluku-utara
Gagasan dan Fakta dalam Teks Eksposisi,SKOLA,28/01/2022, 10:00 WIB,https://www.kompas.com/skola/read/2022/01/28/100000469/gagasan-dan-fakta-dalam-teks-eksposisi
"NCT Dream Joget ""Mendung Tanpo Udan"", Trending dan Ndarboy Genk Berterima Kasih",HYPE,28/01/2022, 09:59 WIB,https://www.kompas.com/hype/read/2022/01/28/095946366/nct-dream-joget-mendung-tanpo-udan-trending-dan-ndarboy-genk-berterima
"Waspadai Lonjakan Covid-19, Keterisian Tempat Tidur RS Mulai Meningkat",NEWS,28/01/2022, 09:59 WIB,https://nasional.kompas.com/read/2022/01/28/09592751/waspadai-lonjakan-covid-19-keterisian-tempat-tidur-rs-mulai-meningkat
"Perjalanan Kasus Pencabulan oleh Anak Kiai di Jombang, Dua Kali Praperadilan Ditolak hingga Diminta Serahkan Diri",REGIONAL,28/01/2022, 09:55 WIB,https://surabaya.kompas.com/read/2022/01/28/095544078/perjalanan-kasus-pencabulan-oleh-anak-kiai-di-jombang-dua-kali-praperadilan
Lirik dan Chord Lagu I'm Real - Jennifer Lopez,HYPE,28/01/2022, 09:50 WIB,https://www.kompas.com/hype/read/2022/01/28/095000466/lirik-dan-chord-lagu-i-m-real-jennifer-lopez
"Jelang Akhir Pekan, Harga Emas Antam Anjlok Lagi Rp 8.000 Per Gram",MONEY,28/01/2022, 09:50 WIB,https://money.kompas.com/read/2022/01/28/095000126/jelang-akhir-pekan-harga-emas-antam-anjlok-lagi-rp-8000-per-gram
Penasaran Berapa Tunjangan Wali Kota dan Bupati di DKI Jakarta?,MONEY,28/01/2022, 09:48 WIB,https://money.kompas.com/read/2022/01/28/094856926/penasaran-berapa-tunjangan-wali-kota-dan-bupati-di-dki-jakarta
"Tes Acak Penumpang Pesawat di Bandara Supadio Pontianak, 1 Orang Positif Covid-19",REGIONAL,28/01/2022, 09:48 WIB,https://regional.kompas.com/read/2022/01/28/094850578/tes-acak-penumpang-pesawat-di-bandara-supadio-pontianak-1-orang-positif
"Sebelum Beli Valas, Simak Kurs Rupiah Hari Ini",MONEY,28/01/2022, 09:45 WIB,https://money.kompas.com/read/2022/01/28/094500426/sebelum-beli-valas-simak-kurs-rupiah-hari-ini
"Oki dan Nirmala Diadaptasi Jadi Serial, Dibintangi Tissa Biani ",HYPE,28/01/2022, 09:44 WIB,https://www.kompas.com/hype/read/2022/01/28/094424866/oki-dan-nirmala-diadaptasi-jadi-serial-dibintangi-tissa-biani
"""Chat"" Terakhir DJ Indah Cleo ke Sang Adik, Kabari Double O Club Sorong Mulai Berasap",REGIONAL,28/01/2022, 09:44 WIB,https://regional.kompas.com/read/2022/01/28/094400578/chat-terakhir-dj-indah-cleo-ke-sang-adik-kabari-double-o-club-sorong-mulai
Alasan Mengapa Lebih Baik Menjauhi Mobil dari Truk di Jalan,OTOMOTIF,28/01/2022, 09:42 WIB,https://otomotif.kompas.com/read/2022/01/28/094200215/alasan-mengapa-lebih-baik-menjauhi-mobil-dari-truk-di-jalan
Bolehkah Kamar Tidur Berwarna Merah? Ini Kata Feng Shui dan Psikologi,HOMEY,28/01/2022, 09:41 WIB,https://www.kompas.com/homey/read/2022/01/28/094100876/bolehkah-kamar-tidur-berwarna-merah-ini-kata-feng-shui-dan-psikologi
Gedung Baru Politeknik Ini Diberi Nama Nadiem Makarim,EDUKASI,28/01/2022, 09:40 WIB,https://www.kompas.com/edu/read/2022/01/28/094023471/gedung-baru-politeknik-ini-diberi-nama-nadiem-makarim
Lirik dan Chord Lagu First Love - Jennifer Lopez,HYPE,28/01/2022, 09:40 WIB,https://www.kompas.com/hype/read/2022/01/28/094000666/lirik-dan-chord-lagu-first-love-jennifer-lopez
"Penggemar Jennie di China Putuskan Berhenti Dukung Blackpink, Ini Alasannya",HYPE,28/01/2022, 09:34 WIB,https://www.kompas.com/hype/read/2022/01/28/093431666/penggemar-jennie-di-china-putuskan-berhenti-dukung-blackpink-ini-alasannya
Denny Sumargo Ungkap Kondisi Terkini Dorce Gamalama dan Keinginan Bertemu Megawati,HYPE,28/01/2022, 09:34 WIB,https://www.kompas.com/hype/read/2022/01/28/093426866/denny-sumargo-ungkap-kondisi-terkini-dorce-gamalama-dan-keinginan-bertemu
"""Kami Selaku Orangtua Bangga, karena Dia Gugur Saat Tugas Negara""",REGIONAL,28/01/2022, 09:34 WIB,https://regional.kompas.com/read/2022/01/28/093419178/kami-selaku-orangtua-bangga-karena-dia-gugur-saat-tugas-negara
Penyebab Selalu Turun Hujan Menjelang dan Saat Imlek,TREN,28/01/2022, 09:33 WIB,https://www.kompas.com/tren/read/2022/01/28/093300265/penyebab-selalu-turun-hujan-menjelang-dan-saat-imlek
"Sinopsis Home Team, Kisah Sean Payton Melatih Tim Sepak Bola Putranya",HYPE,28/01/2022, 09:32 WIB,https://www.kompas.com/hype/read/2022/01/28/093226466/sinopsis-home-team-kisah-sean-payton-melatih-tim-sepak-bola-putranya
Israel Sediakan Vaksin Covid-19 Dosis Keempat untuk Orang Rentan 18 Tahun ke Atas,GLOBAL,28/01/2022, 09:31 WIB,https://www.kompas.com/global/read/2022/01/28/093100070/israel-sediakan-vaksin-covid-19-dosis-keempat-untuk-orang-rentan-18-tahun
 Adhi Karya Gandeng Telkom untuk Dorong Bisnis Properti,MONEY,28/01/2022, 09:30 WIB,https://money.kompas.com/read/2022/01/28/093000726/-adhi-karya-gandeng-telkom-untuk-dorong-bisnis-properti
Pagi Ini IHSG dan Rupiah Melaju di Zona Hijau,MONEY,28/01/2022, 09:29 WIB,https://money.kompas.com/read/2022/01/28/092934326/pagi-ini-ihsg-dan-rupiah-melaju-di-zona-hijau
"Menkes: BOR RS Covid-19 di Jakarta Saat Ini Berbasis Kapasitas Terpasang, Bukan Kapasitas Maksimal",NEWS,28/01/2022, 09:27 WIB,https://nasional.kompas.com/read/2022/01/28/09272581/menkes-bor-rs-covid-19-di-jakarta-saat-ini-berbasis-kapasitas-terpasang
Liirk dan Chord Lagu Baby I Love You - Jennifer Lopez,HYPE,28/01/2022, 09:25 WIB,https://www.kompas.com/hype/read/2022/01/28/092500266/liirk-dan-chord-lagu-baby-i-love-you-jennifer-lopez
Ketua KONI Kampar Tersangka Dugaan Korupsi Pembangunan Ruang Rawat Inap RSUD Bangkinang Rp 46 M,REGIONAL,28/01/2022, 09:24 WIB,https://regional.kompas.com/read/2022/01/28/092444178/ketua-koni-kampar-tersangka-dugaan-korupsi-pembangunan-ruang-rawat-inap
Cara Mengatasi Rem Blong Saat Mengemudi pada  Mobil Manual,OTOMOTIF,28/01/2022, 09:22 WIB,https://otomotif.kompas.com/read/2022/01/28/092200515/cara-mengatasi-rem-blong-saat-mengemudi-pada-mobil-manual
"Usai Viral Jadi Miliarder Berkat Jualan Foto Selfie, Ghozali Mengaku Didekati Banyak Wanita",HYPE,28/01/2022, 09:21 WIB,https://www.kompas.com/hype/read/2022/01/28/092100766/usai-viral-jadi-miliarder-berkat-jualan-foto-selfie-ghozali-mengaku
"3 Ruko di Pasar Cengkareng Terbakar, Kerugian Ditaksir Capai Rp 3 Miliar",NEWS,28/01/2022, 09:20 WIB,https://megapolitan.kompas.com/read/2022/01/28/09203311/3-ruko-di-pasar-cengkareng-terbakar-kerugian-ditaksir-capai-rp-3-miliar
"Hoaks Artis Meninggal Ada di Banyak Situs dengan Alamat IP Sama, Apa Motifnya?",CEK FAKTA,28/01/2022, 09:18 WIB,https://www.kompas.com/cekfakta/read/2022/01/28/091839282/hoaks-artis-meninggal-ada-di-banyak-situs-dengan-alamat-ip-sama-apa
"Detik-detik Polisi Bergelantung dan Terseret 1 Kilometer di Mobil yang Diduga Dirampas ""Debt Collector"", Jatuh lalu Digilas",REGIONAL,28/01/2022, 09:18 WIB,https://regional.kompas.com/read/2022/01/28/091813378/detik-detik-polisi-bergelantung-dan-terseret-1-kilometer-di-mobil-yang
"Hasil Chile Vs Argentina 1-2: Messi Absen, Lautaro-Di Maria Pastikan Kemenangan Albiceleste",BOLA,28/01/2022, 09:17 WIB,https://bola.kompas.com/read/2022/01/28/09174848/hasil-chile-vs-argentina-1-2-messi-absen-lautaro-di-maria-pastikan-kemenangan
Batuk dan Nyeri Tenggorokan Gejala Khas Varian Omicron,NEWS,28/01/2022, 09:17 WIB,https://nasional.kompas.com/read/2022/01/28/09171611/batuk-dan-nyeri-tenggorokan-gejala-khas-varian-omicron
"Uut Permatasari Dirawat di RS Saat Hamil, Hingga Akan Kurangi Aktivitas Syuting",HYPE,28/01/2022, 09:17 WIB,https://www.kompas.com/hype/read/2022/01/28/091710066/uut-permatasari-dirawat-di-rs-saat-hamil-hingga-akan-kurangi-aktivitas
"Bentrokan di Sorong, 2 Tersangka Pertikaian di Double O Berasal dari Satu Kelompok",REGIONAL,28/01/2022, 09:17 WIB,https://regional.kompas.com/read/2022/01/28/091700178/bentrokan-di-sorong-2-tersangka-pertikaian-di-double-o-berasal-dari-satu
Tony Blair Puji RI di Pertemuan B20: Bisa Satukan Negara di Dunia hingga Dihormati AS-China,MONEY,28/01/2022, 09:15 WIB,https://money.kompas.com/read/2022/01/28/091500626/tony-blair-puji-ri-di-pertemuan-b20-bisa-satukan-negara-di-dunia-hingga
Lirik dan Chord Lagu Llegaste - Jennifer Lopez,HYPE,28/01/2022, 09:13 WIB,https://www.kompas.com/hype/read/2022/01/28/091345866/lirik-dan-chord-lagu-llegaste-jennifer-lopez
"Praktik Pungli di Pasar Lama Tangerang Terungkap, Berdalih Uang Keamanan",NEWS,28/01/2022, 09:13 WIB,https://megapolitan.kompas.com/read/2022/01/28/09132061/praktik-pungli-di-pasar-lama-tangerang-terungkap-berdalih-uang-keamanan
"Siap Bersaing Lagi, Ini Mobil yang Bakal Dijual Chery di Indonesia",OTOMOTIF,28/01/2022, 09:12 WIB,https://otomotif.kompas.com/read/2022/01/28/091200215/siap-bersaing-lagi-ini-mobil-yang-bakal-dijual-chery-di-indonesia
